1,1,1066.50,410.62,88.20,168.98,0.79,-1,-1,-1
1,2,483.75,273.38,75.60,189.22,0.78,-1,-1,-1
1,3,847.35,350.32,52.20,183.37,0.78,-1,-1,-1
1,4,782.10,285.30,67.50,198.90,0.78,-1,-1,-1
1,5,369.45,322.87,67.95,192.82,0.75,-1,-1,-1
1,6,384.30,232.65,66.15,181.80,0.75,-1,-1,-1
1,7,324.00,310.05,63.45,196.65,0.74,-1,-1,-1
1,8,556.65,206.32,52.20,170.55,0.74,-1,-1,-1
1,9,506.70,228.82,91.80,162.45,0.73,-1,-1,-1
1,10,362.25,179.32,49.50,142.65,0.72,-1,-1,-1
2,1,1066.50,410.62,88.20,168.98,0.79,-1,-1,-1
2,2,483.75,273.60,74.70,189.00,0.78,-1,-1,-1
2,3,846.90,350.10,51.30,184.05,0.77,-1,-1,-1
2,4,783.00,284.40,74.70,199.80,0.77,-1,-1,-1
2,5,373.05,323.77,67.05,191.48,0.76,-1,-1,-1
2,6,383.62,232.42,67.05,181.35,0.74,-1,-1,-1
2,7,324.00,310.05,62.55,196.65,0.73,-1,-1,-1
2,8,556.20,206.10,47.70,172.80,0.73,-1,-1,-1
2,9,506.25,228.37,90.00,163.35,0.74,-1,-1,-1
2,10,362.92,180.00,48.60,144.90,0.73,-1,-1,-1
3,1,1066.50,410.62,88.20,168.98,0.79,-1,-1,-1
3,2,483.75,274.05,74.70,188.55,0.78,-1,-1,-1
3,3,847.35,350.10,48.60,183.60,0.77,-1,-1,-1
3,4,782.55,284.85,78.30,199.35,0.77,-1,-1,-1
3,5,374.17,320.62,72.45,195.07,0.75,-1,-1,-1
3,6,384.30,231.97,63.90,181.80,0.74,-1,-1,-1
3,7,324.00,310.05,66.15,196.65,0.73,-1,-1,-1
3,8,553.95,204.64,47.70,174.26,0.73,-1,-1,-1
3,9,506.70,227.47,93.60,160.20,0.75,-1,-1,-1
3,10,362.92,179.66,49.50,143.89,0.72,-1,-1,-1
4,1,1066.50,410.40,88.20,169.20,0.79,-1,-1,-1
4,2,483.75,274.50,74.70,188.10,0.78,-1,-1,-1
4,3,847.80,349.65,45.90,184.50,0.76,-1,-1,-1
4,4,783.00,284.40,80.10,199.80,0.77,-1,-1,-1
4,5,375.97,319.05,73.80,196.20,0.77,-1,-1,-1
4,6,383.85,232.20,58.50,181.35,0.75,-1,-1,-1
4,7,324.00,310.72,63.90,195.98,0.73,-1,-1,-1
4,8,556.65,204.30,45.90,174.60,0.71,-1,-1,-1
4,9,505.80,225.67,96.30,159.75,0.76,-1,-1,-1
4,10,363.37,177.19,49.05,148.16,0.72,-1,-1,-1
5,1,1066.50,411.07,88.20,168.52,0.79,-1,-1,-1
5,2,483.75,274.95,74.70,187.65,0.78,-1,-1,-1
5,3,847.35,349.65,44.10,185.40,0.76,-1,-1,-1
5,4,783.00,284.40,81.90,199.35,0.77,-1,-1,-1
5,5,375.97,319.50,70.20,195.75,0.74,-1,-1,-1
5,6,383.85,232.65,60.75,182.25,0.75,-1,-1,-1
5,7,323.77,310.27,63.45,195.97,0.73,-1,-1,-1
5,8,555.75,203.74,47.70,175.61,0.71,-1,-1,-1
5,9,505.80,225.90,97.20,160.20,0.75,-1,-1,-1
5,10,364.50,177.86,46.80,145.24,0.71,-1,-1,-1
6,1,1066.50,410.40,88.20,169.20,0.79,-1,-1,-1
6,2,483.75,274.95,75.60,187.65,0.78,-1,-1,-1
6,3,846.45,350.10,45.00,184.50,0.76,-1,-1,-1
6,4,783.00,283.50,83.70,199.35,0.76,-1,-1,-1
6,5,379.35,320.40,76.05,194.40,0.78,-1,-1,-1
6,6,383.85,232.87,58.05,180.90,0.76,-1,-1,-1
6,7,323.77,310.05,63.45,196.20,0.72,-1,-1,-1
6,8,554.40,203.62,49.50,176.40,0.71,-1,-1,-1
6,9,507.60,224.77,96.30,162.45,0.77,-1,-1,-1
6,10,364.50,177.07,47.25,146.70,0.51,-1,-1,-1
7,1,1066.50,410.40,88.20,169.20,0.79,-1,-1,-1
7,2,484.20,274.95,74.70,188.10,0.78,-1,-1,-1
7,3,847.35,351.00,43.20,183.60,0.76,-1,-1,-1
7,4,786.15,283.05,81.00,198.90,0.76,-1,-1,-1
7,5,380.92,319.27,74.70,195.52,0.78,-1,-1,-1
7,6,384.07,232.65,58.05,180.00,0.75,-1,-1,-1
7,7,323.77,309.60,63.00,196.65,0.72,-1,-1,-1
7,8,553.95,203.06,50.40,177.64,0.72,-1,-1,-1
7,9,508.50,224.10,97.20,163.35,0.77,-1,-1,-1
7,10,364.95,176.17,47.70,147.60,0.53,-1,-1,-1
8,1,1066.50,410.40,88.20,169.20,0.79,-1,-1,-1
8,2,485.10,274.95,74.70,187.65,0.78,-1,-1,-1
8,3,846.90,350.77,43.20,184.27,0.76,-1,-1,-1
8,4,795.15,282.60,72.00,199.80,0.76,-1,-1,-1
8,5,382.95,320.40,74.25,193.95,0.77,-1,-1,-1
8,6,383.62,232.65,58.95,180.45,0.75,-1,-1,-1
8,7,324.00,309.60,67.05,196.65,0.74,-1,-1,-1
8,8,554.85,202.95,50.40,178.65,0.71,-1,-1,-1
8,9,509.40,225.22,96.30,162.45,0.76,-1,-1,-1
8,10,364.95,176.40,46.35,146.70,0.19,-1,-1,-1
