1,4.0,308.6,396.8,53.6,155.7,-1,-1,-1,-1
1,3.0,9.8,465.3,65.6,166.7,-1,-1,-1,-1
1,2.0,295.5,451.3,47.1,166.9,-1,-1,-1,-1
1,1.0,808.2,380.7,124.2,125.6,-1,-1,-1,-1
2,4.0,325.2,397.0,51.7,153.4,-1,-1,-1,-1
2,3.0,34.0,463.5,62.0,163.3,-1,-1,-1,-1
2,2.0,310.5,448.2,45.7,165.7,-1,-1,-1,-1
2,1.0,803.9,370.6,124.9,135.1,-1,-1,-1,-1
3,6.0,9.6,419.0,43.4,164.4,-1,-1,-1,-1
3,5.0,1.2,463.2,53.5,175.9,-1,-1,-1,-1
3,4.0,340.6,397.6,51.0,149.4,-1,-1,-1,-1
3,3.0,56.8,461.5,60.5,160.3,-1,-1,-1,-1
3,2.0,325.3,445.2,45.8,164.6,-1,-1,-1,-1
3,1.0,806.9,381.2,114.4,125.8,-1,-1,-1,-1
4,4.0,358.0,397.4,50.5,146.2,-1,-1,-1,-1
4,3.0,80.8,459.1,57.6,157.7,-1,-1,-1,-1
4,2.0,341.6,443.3,45.0,161.9,-1,-1,-1,-1
4,1.0,811.9,382.7,96.2,122.1,-1,-1,-1,-1
5,4.0,374.3,397.0,50.2,143.4,-1,-1,-1,-1
5,3.0,102.8,456.3,57.0,155.2,-1,-1,-1,-1
5,2.0,357.8,442.7,44.5,159.2,-1,-1,-1,-1
5,1.0,820.4,384.9,73.0,118.6,-1,-1,-1,-1
6,6.0,76.8,413.7,43.4,155.3,-1,-1,-1,-1
6,5.0,69.1,455.1,52.4,167.4,-1,-1,-1,-1
6,4.0,391.3,396.1,51.8,141.1,-1,-1,-1,-1
6,3.0,124.6,454.3,57.0,151.9,-1,-1,-1,-1
6,2.0,375.2,442.8,44.1,155.6,-1,-1,-1,-1
6,1.0,830.1,385.8,51.8,116.7,-1,-1,-1,-1
7,6.0,100.8,412.1,43.7,153.5,-1,-1,-1,-1
7,5.0,91.9,452.1,52.3,164.4,-1,-1,-1,-1
7,4.0,407.8,395.1,52.2,139.8,-1,-1,-1,-1
7,3.0,147.7,451.9,54.7,149.4,-1,-1,-1,-1
7,2.0,394.8,444.1,42.0,150.7,-1,-1,-1,-1
7,1.0,836.2,385.0,40.9,120.2,-1,-1,-1,-1
8,6.0,121.3,409.8,45.9,152.4,-1,-1,-1,-1
8,5.0,115.6,448.7,50.5,163.3,-1,-1,-1,-1
8,4.0,427.3,394.5,50.9,137.5,-1,-1,-1,-1
8,3.0,170.6,449.5,54.0,146.7,-1,-1,-1,-1
8,2.0,411.9,443.7,42.5,147.0,-1,-1,-1,-1
8,1.0,820.1,384.1,60.0,119.9,-1,-1,-1,-1
9,6.0,146.8,407.6,42.4,148.0,-1,-1,-1,-1
9,5.0,139.6,446.1,50.0,160.3,-1,-1,-1,-1
9,4.0,444.7,393.5,53.2,136.2,-1,-1,-1,-1
9,3.0,193.4,447.5,51.9,143.7,-1,-1,-1,-1
9,2.0,428.4,441.1,44.0,145.8,-1,-1,-1,-1
9,1.0,816.4,382.9,75.0,119.9,-1,-1,-1,-1
10,6.0,167.1,405.2,43.5,148.6,-1,-1,-1,-1
10,5.0,161.5,443.7,49.1,157.8,-1,-1,-1,-1
10,4.0,463.9,392.3,52.1,136.2,-1,-1,-1,-1
10,3.0,214.4,444.9,50.7,143.3,-1,-1,-1,-1
10,2.0,445.8,437.2,44.1,146.4,-1,-1,-1,-1
10,1.0,827.4,379.3,78.4,123.6,-1,-1,-1,-1
11,6.0,187.7,402.9,42.1,146.5,-1,-1,-1,-1
11,5.0,181.0,440.7,49.8,156.8,-1,-1,-1,-1
11,4.0,484.6,391.0,58.9,136.4,-1,-1,-1,-1
11,3.0,232.8,442.0,51.0,142.7,-1,-1,-1,-1
11,2.0,462.0,433.3,44.3,147.1,-1,-1,-1,-1
11,1.0,843.9,364.9,73.7,137.2,-1,-1,-1,-1
12,6.0,206.3,400.2,42.9,146.6,-1,-1,-1,-1
12,5.0,201.2,437.0,48.6,157.1,-1,-1,-1,-1
12,4.0,502.3,389.1,53.9,138.1,-1,-1,-1,-1
12,3.0,249.8,440.0,52.4,141.7,-1,-1,-1,-1
12,2.0,481.3,429.6,41.9,147.8,-1,-1,-1,-1
12,1.0,861.0,346.9,67.2,153.4,-1,-1,-1,-1
13,6.0,225.1,397.4,42.7,144.0,-1,-1,-1,-1
13,5.0,219.5,433.7,49.0,155.9,-1,-1,-1,-1
13,4.0,521.2,387.4,48.8,137.1,-1,-1,-1,-1
13,3.0,267.2,436.5,53.6,142.4,-1,-1,-1,-1
13,2.0,498.3,427.2,44.1,147.3,-1,-1,-1,-1
13,1.0,879.6,335.6,60.1,162.2,-1,-1,-1,-1
14,6.0,246.2,393.2,41.8,144.6,-1,-1,-1,-1
14,5.0,239.4,430.1,48.2,155.6,-1,-1,-1,-1
14,4.0,539.1,384.7,51.6,138.6,-1,-1,-1,-1
14,3.0,283.0,433.8,55.8,141.2,-1,-1,-1,-1
14,2.0,515.9,425.0,44.4,147.4,-1,-1,-1,-1
14,1.0,891.4,318.0,58.0,171.9,-1,-1,-1,-1
15,6.0,264.2,389.7,42.1,143.3,-1,-1,-1,-1
15,5.0,259.5,425.8,47.3,155.8,-1,-1,-1,-1
15,4.0,557.9,382.9,50.5,137.2,-1,-1,-1,-1
15,3.0,299.6,429.7,58.1,141.5,-1,-1,-1,-1
15,2.0,532.7,423.9,45.5,145.5,-1,-1,-1,-1
15,1.0,901.3,314.9,56.0,162.2,-1,-1,-1,-1
16,6.0,282.4,384.7,43.7,143.3,-1,-1,-1,-1
16,5.0,277.1,420.8,48.5,155.4,-1,-1,-1,-1
16,4.0,576.9,379.1,64.5,138.5,-1,-1,-1,-1
16,3.0,320.0,426.2,57.4,140.3,-1,-1,-1,-1
16,2.0,553.6,422.5,43.5,143.5,-1,-1,-1,-1
16,1.0,906.6,311.6,62.8,145.3,-1,-1,-1,-1
17,6.0,303.9,380.5,43.9,142.9,-1,-1,-1,-1
17,5.0,300.0,416.6,46.6,154.1,-1,-1,-1,-1
17,4.0,597.8,376.1,49.1,137.6,-1,-1,-1,-1
17,3.0,339.7,421.5,58.1,141.0,-1,-1,-1,-1
17,2.0,571.0,420.4,47.2,142.0,-1,-1,-1,-1
17,1.0,910.9,318.3,79.0,116.8,-1,-1,-1,-1
18,6.0,323.0,375.0,47.1,143.9,-1,-1,-1,-1
18,5.0,323.2,410.9,43.1,154.3,-1,-1,-1,-1
18,4.0,619.5,371.4,48.0,139.4,-1,-1,-1,-1
18,3.0,361.3,417.1,58.9,139.2,-1,-1,-1,-1
18,2.0,591.3,416.2,48.0,141.6,-1,-1,-1,-1
18,1.0,923.9,320.9,82.4,98.7,-1,-1,-1,-1
19,7.0,20.9,374.9,99.3,121.7,-1,-1,-1,-1
19,6.0,350.2,368.5,45.6,143.2,-1,-1,-1,-1
19,5.0,348.3,403.8,45.1,155.0,-1,-1,-1,-1
19,4.0,642.8,367.0,50.5,139.0,-1,-1,-1,-1
19,3.0,385.4,411.4,59.1,139.3,-1,-1,-1,-1
19,2.0,612.7,410.7,50.8,142.1,-1,-1,-1,-1
20,7.0,52.3,367.0,97.1,120.8,-1,-1,-1,-1
20,6.0,376.2,362.1,46.5,143.1,-1,-1,-1,-1
20,5.0,375.8,395.9,44.4,156.3,-1,-1,-1,-1
20,4.0,668.5,362.0,47.6,138.1,-1,-1,-1,-1
20,3.0,412.4,404.3,58.3,140.5,-1,-1,-1,-1
20,2.0,639.0,405.0,50.5,141.5,-1,-1,-1,-1
21,7.0,85.2,357.7,93.2,121.5,-1,-1,-1,-1
21,6.0,404.4,354.8,49.4,147.4,-1,-1,-1,-1
21,5.0,404.0,390.4,47.8,154.0,-1,-1,-1,-1
21,4.0,697.5,355.3,49.9,139.3,-1,-1,-1,-1
21,3.0,438.5,396.8,61.1,142.8,-1,-1,-1,-1
21,2.0,666.4,397.8,51.5,142.6,-1,-1,-1,-1
22,8.0,90.5,342.8,65.4,119.1,-1,-1,-1,-1
22,7.0,121.0,346.0,86.4,122.8,-1,-1,-1,-1
22,6.0,435.5,346.3,49.1,152.0,-1,-1,-1,-1
22,5.0,435.9,378.5,48.7,158.4,-1,-1,-1,-1
22,4.0,728.0,348.7,50.6,139.2,-1,-1,-1,-1
22,3.0,466.9,388.6,63.9,140.9,-1,-1,-1,-1
22,2.0,696.3,390.0,52.6,143.8,-1,-1,-1,-1
22,1.0,1015.5,295.4,51.8,122.8,-1,-1,-1,-1
